"Program"	"College"	"uni"	"program"	"stipend"	"value"	"year"	"year_in"	"comment"	"mo_12"	"mo_9"	"mo_3"	"fees"	"Uni"	"City"	"metro_area"	"rank"	"living"	"poverty"	"dist"	"dist2"	"year_start"
"History"	"Arts and Sciences"	"University of California - Los Angeles"	"History"	30000	"1.16"	"2020-2021"	"1st"	"NA"	"$30,000"	"NA"	"NA"	"NA"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"20"	44969.6	12875.2	0.04970101680628	0	"2020"
"History"	"Arts and Sciences"	"University of California - Santa Barbara"	"History"	22000	"0.84"	"2020-2021"	"1st"	"NA"	"$22,000"	"NA"	"NA"	"NA"	"University of California--Santa Barbara"	"Santa Barbara, CA"	"Santa Maria-Santa Barbara, CA"	"34"	50502.4	12875.2	0.0559154295996402	0	"2020"
"History"	"Arts and Sciences"	"University of Chicago"	"History"	34800	"1.43"	"2020-2021"	"NA"	"NA"	"$36,000"	"NA"	"NA"	"$1,200"	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	"6"	38313.6	12875.2	0	0	"2020"
"History"	"Arts and Sciences"	"University of Chicago"	"History"	30500	"1.26"	"2020-2021"	"1st"	"NA"	"NA"	"$27,000"	"$4,000"	"$500"	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	"6"	38313.6	12875.2	0	0	"2020"
"History"	"Arts and Sciences"	"University of Chicago"	"History"	42925	"1.77"	"2020-2021"	"1st"	"NA"	"$43,000"	"NA"	"NA"	"$75"	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	"6"	38313.6	12875.2	0	0	"2020"
"History"	"Arts and Sciences"	"University of Hawaii - Manoa"	"History"	18930	"0.62"	"2021-2022"	"1st"	"NA"	"$18,930"	"NA"	"NA"	"NA"	"University of Hawaii--Manoa"	"Honolulu, HI"	"Urban Honolulu, HI"	"166"	45385.6	14830.4	0.0361552028218695	0	"2021"
"History"	"Arts and Sciences"	"University of Hawaii - Manoa"	"History"	19686	"0.65"	"2022-2023"	"2nd"	"NA"	"NA"	"$19,686"	"NA"	"NA"	"University of Hawaii--Manoa"	"Honolulu, HI"	"Urban Honolulu, HI"	"166"	45385.6	14830.4	0.0361552028218695	0	"2022"
"History"	"Arts and Sciences"	"University of Houston"	"History"	17320	"0.79"	"2020-2021"	"1st"	"NA"	"NA"	"$17,320"	"NA"	"NA"	"University of Houston"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	"185"	34091.2	12875.2	0	0	"2020"
"History"	"Arts and Sciences"	"University of Houston"	"History"	17082	"0.78"	"2021-2022"	"2nd"	"NA"	"NA"	"$17,082"	"NA"	"NA"	"University of Houston"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	"185"	34091.2	12875.2	0	0	"2021"
"History"	"Arts and Sciences"	"University of Houston"	"History"	17082	"0.78"	"2021-2022"	"2nd"	"Tuition and fees covered. Health insurance coverage is included in the stipend ( bare minimum plan <span class=\\truncated\\> for single individual is 1458 for academic year) </span>"	"NA"	"$17,082"	"NA"	"NA"	"University of Houston"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	"185"	34091.2	12875.2	0	0	"2021"
"History"	"Arts and Sciences"	"University of Houston"	"History"	19256	"0.88"	"2022-2023"	"2nd"	"NA"	"NA"	"$19,256"	"NA"	"NA"	"University of Houston"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	"185"	34091.2	12875.2	0	0	"2022"
"History"	"Arts and Sciences"	"University of Illinois - Urbana- Champaign"	"History"	24500	"1.11"	"2020-2021"	"1st"	"NA"	"NA"	"$25,000"	"NA"	"$500"	"University of Illinois--Urbana-Champaign"	"Champaign, IL"	"Champaign-Urbana, IL"	"48"	35422.4	12875.2	0.0620573870573872	0	"2020"
"History"	"Arts and Sciences"	"University of Kansas"	"History"	17250	"0.84"	"2021-2022"	"1st"	"NA"	"NA"	"$17,750"	"NA"	"$500"	"University of Kansas"	"Lawrence, KS"	"Lawrence, KS"	"130"	34632	12875.2	0	0	"2021"
"History"	"Arts and Sciences"	"University of Kentucky"	"History"	18000	"0.88"	"2022-2023"	"2nd"	"NA"	"NA"	"$18,000"	"NA"	"NA"	"University of Kentucky"	"Lexington, KY"	"Lexington-Fayette, KY"	"132"	32260.8	12875.2	0	0	"2022"
"History"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"History"	19050	"0.83"	"2020-2021"	"2nd"	"NA"	"NA"	"$20,000"	"NA"	"$950"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	"70"	37856	12875.2	0.0558487058487058	0	"2020"
"History"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"History"	19450	"0.85"	"2020-2021"	"4th"	"Competitive opportunities for summer funding (not every year, though)"	"NA"	"$20,000"	"NA"	"$550"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	"70"	37856	12875.2	0.0558487058487058	0	"2020"
"History"	"Arts and Sciences"	"University of Missouri"	"History"	18230	"0.89"	"2021-2022"	"NA"	"NA"	"$19,030"	"NA"	"NA"	"$800"	"University of Missouri"	"Columbia, MO"	"Columbia, MO"	"139"	32635.2	12875.2	0	0	"2021"
"History"	"Arts and Sciences"	"University of North Carolina - Chapel Hill"	"History"	15700	"0.71"	"2020-2021"	"1st"	"First three summers $3,000 each, fourth and fifth summers $2,000 each. Tuition, student fees, and <span class=\\truncated\\> student health insurance paid for five years (10 long semesters.) Research stipend of $2,000 upon reaching candidacy.</span>"	"NA"	"$15,700"	"NA"	"NA"	"University of North Carolina--Chapel Hill"	"Chapel Hill, NC"	"Durham-Chapel Hill, NC"	"29"	35838.4	12875.2	0.0573364305071622	0	"2020"
"History"	"Arts and Sciences"	"University of Oregon"	"History"	16470	"0.78"	"2022-2023"	"4th"	"NA"	"NA"	"$16,650"	"NA"	"$180"	"University of Oregon"	"Eugene, OR"	"Eugene, OR"	"104"	36316.8	12875.2	0	0	"2022"
"History"	"Arts and Sciences"	"University of South Carolina"	"History"	14050	"0.62"	"2020-2021"	"4th"	"NA"	"NA"	"$15,250"	"NA"	"$1,200"	"University of South Carolina"	"Columbia, SC"	"Columbia, SC"	"104"	35609.6	12875.2	0	0	"2020"
"History"	"Arts and Sciences"	"University of Southern California"	"History"	30000	"1.16"	"2020-2021"	"6th and up"	"Students on fellowship receive 12 month pay, while those TAing are on a 9-month pay schedule. So, <span class=\\truncated\\> as a grad student you are subject to varying pay cycles </span>"	"$30,000"	"NA"	"NA"	"NA"	"University of Southern California"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"22"	44969.6	12875.2	0	0	"2020"
"History"	"Arts and Sciences"	"University of Virginia"	"History"	24000	"1.05"	"2021-2022"	"1st"	"NA"	"$24,000"	"NA"	"NA"	"NA"	"University of Virginia"	"Charlottesville, VA"	"Charlottesville, VA"	"28"	38168	12875.2	0	0	"2021"
"History"	"Arts and Sciences"	"University of Virginia"	"History"	24000	"1.05"	"2020-2021"	"4th"	"NA"	"$24,000"	"NA"	"NA"	"NA"	"University of Virginia"	"Charlottesville, VA"	"Charlottesville, VA"	"28"	38168	12875.2	0	0	"2020"
"History"	"Arts and Sciences"	"University of Virginia"	"History"	26000	"1.14"	"2022-2023"	"5th"	"NA"	"$26,000"	"NA"	"NA"	"NA"	"University of Virginia"	"Charlottesville, VA"	"Charlottesville, VA"	"28"	38168	12875.2	0	0	"2022"
"History"	"Arts and Sciences"	"Vanderbilt University"	"History"	33000	"1.44"	"2020-2021"	"1st"	"NA"	"$33,000"	"NA"	"NA"	"NA"	"Vanderbilt University"	"Nashville, TN"	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"15"	35318.4	12875.2	0	0	"2020"
"History"	"Arts and Sciences"	"Vanderbilt University"	"History"	32500	"1.42"	"2022-2023"	"4th"	"NA"	"$32,500"	"NA"	"NA"	"NA"	"Vanderbilt University"	"Nashville, TN"	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"15"	35318.4	12875.2	0	0	"2022"
"History"	"Arts and Sciences"	"Yale University"	"History"	33600	"1.36"	"2021-2022"	"2nd"	"NA"	"$33,600"	"NA"	"NA"	"NA"	"Yale University"	"New Haven, CT"	"New Haven-Milford, CT"	"3"	38417.6	12875.2	0	0	"2021"
"History"	"Arts and Sciences"	"Yale University"	"History"	36300	"1.47"	"2022-2023"	"1st"	"NA"	"$36,300"	"NA"	"NA"	"NA"	"Yale University"	"New Haven, CT"	"New Haven-Milford, CT"	"3"	38417.6	12875.2	0	0	"2022"
"Information Science"	"Information and Communications"	"University at Albany - SUNY"	"Information Science"	19000	"0.83"	"2022-2023"	"NA"	"NA"	"NA"	"$19,000"	"NA"	"NA"	"University at Albany--SUNY"	"Albany, NY"	"Albany-Schenectady-Troy, NY"	"147"	36441.6	12875.2	0.0375118708452042	0	"2022"
"Information Science"	"Information and Communications"	"University of Michigan - Ann Arbor"	"Information Science"	36081	"1.56"	"2022-2023"	"1st"	"I have a fellowship, so I&#39;ll be paid 12 months 2022-2023."	"$36,081"	"NA"	"NA"	"NA"	"University of Michigan--Ann Arbor"	"Ann Arbor, MI"	"Ann Arbor, MI"	"25"	38542.4	12875.2	0.0505421865715983	0	"2022"
"Information Science"	"Information and Communications"	"University of Washington"	"Information Science"	26250	"1.13"	"2021-2022"	"1st"	"NA"	"NA"	"$27,000"	"NA"	"$750"	"University of Washington"	"Seattle, WA"	"Seattle-Tacoma-Bellevue, WA"	"62"	41204.8	12875.2	0	0	"2021"
"Journalism and Mass Communications"	"Information and Communications"	"University of Georgia"	"Journalism and Mass Communication"	17300	"0.82"	"2021-2022"	"1st"	"NA"	"NA"	"$19,000"	"NA"	"$1,700"	"University of Georgia"	"Athens, GA"	"Athens-Clarke County, GA"	"50"	33051.2	12875.2	0	0.00980392156862742	"2021"
"Learning Design and Technologies"	"Education"	"Purdue University - West Lafayette"	"Learning Design and Technology"	17518	"0.83"	"2020-2021"	"1st"	"This amount was offered for TA. As an international student I need to pay + $750 graduate student <span class=\\truncated\\> fees per semester + %20 of my insurance + almost $2500 for my husband&#39;s medical insurance. As you may guess, the stipend isn&#39;t enough to cover my family expenses. You definitely need an extra income.    </span>"	"$19,318"	"NA"	"NA"	"$1,800"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	"57"	32364.8	12875.2	0.060958853238265	0.0423611111111111	"2020"
"Linguistics"	"Arts and Sciences"	"Boston University"	"Linguistics"	28000	"0.98"	"2020-2021"	"1st"	"NA"	"NA"	"$23,000"	"$5,000"	"NA"	"Boston University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	"40"	46924.8	12875.2	0	0	"2020"
"Linguistics"	"Arts and Sciences"	"Georgetown University"	"Linguistics"	32500	"1.05"	"2020-2021"	"4th"	"Pre-tax / 9 months. Summer funding is not guaranteed, but you can usually find something (either <span class=\\truncated\\> research or administrative position).</span>"	"NA"	"$32,500"	"NA"	"NA"	"Georgetown University"	"Washington, DC"	"Washington-Arlington-Alexandria, DC"	"24"	45905.6	12875.2	0	0	"2020"
"Linguistics"	"Arts and Sciences"	"Massachusetts Institute of Technology"	"Linguistics"	40536	"1.45"	"2020-2021"	"4th"	"pre tax"	"$40,536"	"NA"	"NA"	"NA"	"Massachusetts Institute of Technology"	"Cambridge, MA"	"Boston-Cambridge-Newton, MA"	"3"	46924.8	12875.2	0	0	"2020"
"Linguistics"	"Arts and Sciences"	"Massachusetts Institute of Technology"	"Linguistics"	41760	"1.50"	"2021-2022"	"5th"	"pre-tax, 12-months"	"$41,760"	"NA"	"NA"	"NA"	"Massachusetts Institute of Technology"	"Cambridge, MA"	"Boston-Cambridge-Newton, MA"	"3"	46924.8	12875.2	0	0	"2021"
"Linguistics"	"Arts and Sciences"	"Massachusetts Institute of Technology"	"Linguistics"	43111	"1.54"	"2021-2022"	"5th"	"The department has been able to provide 6th-year fundings since the beginning of COVID (i.e. for 3 <span class=\\truncated\\> cohorts so far), though it&#39;s unclear how much longer this will last.</span>"	"$43,111"	"NA"	"NA"	"NA"	"Massachusetts Institute of Technology"	"Cambridge, MA"	"Boston-Cambridge-Newton, MA"	"3"	46924.8	12875.2	0	0	"2021"
"Linguistics"	"Arts and Sciences"	"New York University"	"Linguistics"	29500	"0.99"	"2020-2021"	"1st"	"NA"	"NA"	"$29,500"	"NA"	"NA"	"New York University"	"New York, NY"	"New York-Newark-Jersey City, NY"	"29"	47236.8	12875.2	0	0	"2020"
"Linguistics"	"Arts and Sciences"	"Northwestern University"	"Linguistics"	35067	"1.45"	"2020-2021"	"4th"	"NA"	"$35,196"	"NA"	"NA"	"$129"	"Northeastern University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	"40"	46924.8	12875.2	0.0289855072463768	0	"2020"
"Linguistics"	"Arts and Sciences"	"University at Buffalo - SUNY"	"Linguistics"	20000	"0.95"	"2022-2023"	"1st"	"NA"	"NA"	"$20,000"	"NA"	"NA"	"University at Buffalo--SUNY"	"Buffalo, NY"	"Buffalo-Cheektowaga-Niagara Falls, NY"	"79"	35464	12875.2	0.0361552028218695	0	"2022"
"Linguistics"	"Arts and Sciences"	"University of Arizona"	"Linguistics"	20000	"0.97"	"2022-2023"	"1st"	"NA"	"NA"	"$20,000"	"NA"	"NA"	"University of Arizona"	"Tucson, AZ"	"Tucson, AZ"	"117"	32156.8	12875.2	0	0	"2022"
"Linguistics"	"Arts and Sciences"	"University of California - Los Angeles"	"Linguistics"	35000	"1.35"	"2020-2021"	"1st"	"NA"	"NA"	"$29,000"	"$6,000"	"NA"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"20"	44969.6	12875.2	0.04970101680628	0	"2020"
"Linguistics"	"Arts and Sciences"	"University of California - Los Angeles"	"Linguistics"	35500	"1.37"	"2020-2021"	"6th and up"	"NA"	"NA"	"$29,000"	"$6,500"	"NA"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"20"	44969.6	12875.2	0.04970101680628	0	"2020"
"Linguistics"	"Arts and Sciences"	"University of California - Santa Barbara"	"Linguistics"	29000	"1.10"	"2020-2021"	"1st"	"Doctoral Scholars (Central) Fellowship. 3 years of fellowship at $24,000. 2 years of TAships."	"NA"	"NA"	"NA"	"NA"	"University of California--Santa Barbara"	"Santa Barbara, CA"	"Santa Maria-Santa Barbara, CA"	"34"	50502.4	12875.2	0.0559154295996402	0	"2020"
"Linguistics"	"Arts and Sciences"	"University of Chicago"	"Linguistics"	31000	"1.28"	"2020-2021"	"1st"	"NA"	"$98,000"	"NA"	"NA"	"$67,000"	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	"6"	38313.6	12875.2	0	0	"2020"
"Linguistics"	"Arts and Sciences"	"University of Chicago"	"Linguistics"	29800	"1.23"	"2020-2021"	"2nd"	"9k/quarter for fall/winter/spring, 4k (guaranteed) &#39;summer bonus&#39;"	"$31,000"	"NA"	"NA"	"$1,200"	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	"6"	38313.6	12875.2	0	0	"2020"
"Linguistics"	"Arts and Sciences"	"University of Illinois - Urbana- Champaign"	"Linguistics"	19300	"0.88"	"2021-2022"	"1st"	"50% TAship, no summer funding"	"NA"	"$19,300"	"NA"	"NA"	"University of Illinois--Urbana-Champaign"	"Champaign, IL"	"Champaign-Urbana, IL"	"48"	35422.4	12875.2	0.0620573870573872	0	"2021"
"Linguistics"	"Arts and Sciences"	"University of Kansas"	"Linguistics"	17000	"0.83"	"2022-2023"	"5th"	"NA"	"NA"	"$17,000"	"NA"	"NA"	"University of Kansas"	"Lawrence, KS"	"Lawrence, KS"	"130"	34632	12875.2	0	0	"2022"
"Linguistics"	"Arts and Sciences"	"University of Rochester"	"Linguistics"	27980	"1.31"	"2020-2021"	"1st"	"NA"	"$28,000"	"NA"	"NA"	"$20"	"University of Rochester"	"Rochester, NY"	"Rochester, NY"	"29"	34736	12875.2	0	0	"2020"
"Linguistics"	"Arts and Sciences"	"University of South Carolina"	"Linguistics"	20000	"0.89"	"2020-2021"	"1st"	"NA"	"$20,000"	"NA"	"NA"	"NA"	"University of South Carolina"	"Columbia, SC"	"Columbia, SC"	"104"	35609.6	12875.2	0	0	"2020"
"Linguistics"	"Arts and Sciences"	"University of Southern California"	"Linguistics"	30500	"1.18"	"2020-2021"	"1st"	"NA"	"NA"	"$30,500"	"NA"	"NA"	"University of Southern California"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"22"	44969.6	12875.2	0	0	"2020"
"Linguistics"	"Arts and Sciences"	"University of Utah"	"Linguistics"	17450	"0.78"	"2021-2022"	"1st"	"Pay is contingent on RA or TAship. Very few RAships available. Very few summer TAships available. <span class=\\truncated\\> Rent is approximately $1000/month in the area. Student insurance is about $500/year with $300 deductible but only 80% of in-network charges are covered post-deductible. Gas &amp; food are very expensive because we live in a desert.</span>"	"NA"	"$17,450"	"NA"	"NA"	"University of Utah"	"Salt Lake City, UT"	"Salt Lake City, UT"	"104"	35464	12875.2	0	0	"2021"
"Marine Science"	"Arts and Sciences"	"University of North Carolina - Chapel Hill"	"Marine Science"	24599	"1.11"	"2022-2023"	"3rd"	"NA"	"$24,599"	"NA"	"NA"	"NA"	"University of North Carolina--Chapel Hill"	"Chapel Hill, NC"	"Durham-Chapel Hill, NC"	"29"	35838.4	12875.2	0.0573364305071622	0	"2022"
"Marine Science"	"Arts and Sciences"	"University of Texas - Austin"	"Marine Science"	27000	"1.18"	"2020-2021"	"2nd"	"NA"	"$27,000"	"NA"	"NA"	"NA"	"University of Texas--Austin"	"Austin, TX"	"Austin-Round Rock, TX"	"48"	36316.8	12875.2	0.0361552028218695	0	"2020"
"Mathematics"	"Arts and Sciences"	"Boston University"	"Mathematics"	36782	"1.28"	"2020-2021"	"1st"	"NA"	"$36,782"	"NA"	"NA"	"NA"	"Boston University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	"40"	46924.8	12875.2	0	0	"2020"
"Mathematics"	"Arts and Sciences"	"Carnegie Mellon University"	"Mathematics"	22950	"1.11"	"2021-2022"	"1st"	"NA"	"NA"	"$22,950"	"NA"	"NA"	"Carnegie Mellon University"	"Pittsburgh, PA"	"Pittsburgh, PA"	"25"	33321.6	12875.2	0	0	"2021"
